Agritech World Tour saison 2 : Maroc,28,238,"Agritech World Tour saison 2 : Maroc
Retrouvez tous nos épisodes sur :
www.agritech-world-tour.com

Envie d’en savoir plus sur les formations en agroéquipement à AgroSup Dijon ?
https://agrosupdijon.fr/formations/in...
https://agrosupdijon.fr/formations/ma...

AgroSup Dijon propose AgriTech World Tour, une web série sur le thème des agroéquipements. Regards croisés entre les professionnels de l'agroéquipement et les étudiants.

Issue de la volonté d’une équipe dynamique de continuer malgré la situation sanitaire à faire rayonner le monde des agroéquipements, cette web série a permis aux étudiants d’AgroSup Dijon d’interviewer des professionnels, des industriels, des représentants de la Team France Export et des chercheurs dans le monde entier.",2021-11-19 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,[],LMVfUbuplYk
AgriTech World Tour saison 2 l'émission : La Recherche,137,939,"Retrouvez tous nos épisodes sur :
www.agritech-world-tour.com

Envie d’en savoir plus sur les formations en agroéquipement à AgroSup Dijon ?
https://agrosupdijon.fr/formations/masters/getia-gestion-des-entreprises-et-technologies-innovantes-pour-lagroequipement
https://agrosupdijon.fr/formations/ingenieur-agronome/sciences-et-techniques-des-equipements-agricoles-stea

AgroSup Dijon propose AgriTech World Tour, une web série sur le thème des agroéquipements. Regards croisés entre les professionnels de l'agroéquipement et les étudiants.

Issue de la volonté d’une équipe dynamique de continuer malgré la situation sanitaire à faire rayonner le monde des agroéquipements, cette web série a permis aux étudiants d’AgroSup Dijon d’interviewer des professionnels, des industriels, des représentants de la Team France Export et des chercheurs dans le monde entier.",2021-12-06 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,[],pdfuSNG2ZKE
Les métiers des agroéquipements avec l'Aprodema,1433,141,,2011-10-22 00:00:00,videofilmagri,UCqtsDi7dt15-zrtSXrlasnQ,https://www.youtube.com/channel/UCqtsDi7dt15-zrtSXrlasnQ,['mace'],PE-0YHdSXH0
🇨🇵Big silage John Deere 9900i de 12 rangs🌽🌽I x12 bennes I x3 tasseurs I ETA LE GALL,20654,239,"Voici une vidéo qui devrait plaire aux fans de gros et beau chantier d'ensilage , autant dans son esthétisme que dans son débit.Avec l'une des 3 ensileuses 9000 de l'entreprise en action sur ce chantier, je vous parle bien de la John Deere 9900i de 12 rangs l'une des plus grosses et plus puissante de la marque.Et pour cela pas moins de 12 bennes pour effectuer le transport ainsi que 3 tasseurs, dont 2 équipés d'une lame magsi repliable pour assurer un suivi et une confection du tas optimale.",2020-10-25 00:00:00,ALC agroéquipement,UCmfgweJ5d5ZzTz9YmlcncLw,https://www.youtube.com/channel/UCmfgweJ5d5ZzTz9YmlcncLw,[],OXyTXqLdo9c
Pressage Foin 2018 - Fendt 720 + big baller New Holland BB960A / ETA Provost Lairie,1320,204,,2018-06-23 00:00:00,ALC agroéquipement,UCmfgweJ5d5ZzTz9YmlcncLw,https://www.youtube.com/channel/UCmfgweJ5d5ZzTz9YmlcncLw,"['ETA Provost-Lairie', 'Fendt 720', 'Big New Holland', 'Pressage Foin']",i9N-6OcfMKs
Chaire Tech Agro Sup,312,90,"La rencontre entre notre école d’ingénieurs en agronomie, AgroSup Dijon, et les entreprises du secteur de l’agroéquipement pour une action essentielle : renforcer l’attractivité des métiers de l’agroéquipement par la promotion de ses formations.",2019-11-08 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,"['#chaire', '#agroéquipement', '#entreprise']",P7ePhwA4U5Q
"Antoine, Juliette, Maxime et Ophélie | The students - Agritech World Tour (Episode 20)",193,240,"Épisode spécial avec les étudiants qui feront l'agroéquipement de demain.
Leurs motivations, leurs choix d'orientation ? C'est à découvrir maintenant !
Envie d’en savoir plus sur les formations en agroéquipement à AgroSup Dijon ?

Dominante ""Sciences et Techniques des Equipements Agricoles"" (STEA) :
https://agrosupdijon.fr/formations/ingenieur-agronome/sciences-et-techniques-des-equipements-agricoles-stea

Master ""Gestion des entreprises et technologies innovantes pour l’agroéquipement"" (GETIA) :
https://agrosupdijon.fr/formations/masters/getia-gestion-des-entreprises-et-technologies-innovantes-pour-lagroequipement
Pour retrouver tous nos épisodes, c’est par ici :
Innovation - Agritech World Tour (Episode 16)
FB https://fb.watch/3B-Yx9MLlJ/

YT https://youtu.be/eo3t-HqMWZg
Les enjeux phytos | The phytosaniraty stakes - Agritech World Tour (Episode 15)
FB https://fb.watch/3znB13DLfa/
YT https://youtu.be/QrmzlVnrS3I
Le réseau de distribution | The distribution network - Agritech World Tour (Episode 14)
FB https://fb.watch/3wP1ZGhmr_/
YT https://youtu.be/kXjMATHhPrg
Impacts du COVID - The Impact of Covid - Agritech World Tour (Episode 13)
FB https://fb.watch/3qpHnNxn7k/
YT https://youtu.be/1TPFBUs0y3Q
La saga des marques | The brands saga - Agritech World Tour (Episode 12)
FB https://fb.watch/3nLbh07RJD/
YT https://youtu.be/pQb7abL9GLw
Export - Agritech World Tour (Episode 11)
FB https://fb.watch/3haqkwA8gq/
YT https://youtu.be/5y6QkNuPg74
Un souvenir professionnel | A memory - Agritech World Tour (Episode 10)
FB https://fb.watch/390lS8zvZZ/
YT https://youtu.be/xjxmirhzbz4
Un regard sur la Chine | China - Agritech World Tour (Episode 9)
FB https://fb.watch/390ob8xB0r/
YT https://youtu.be/YkZ6b2Ixw9Q
Digital challenges and big data - Agritech World Tour (Episode 8)
FB https://fb.watch/390qaowXdC/
YT https://youtu.be/lNo0H0q1Srw
Training / Integration / VIE Programme - Agritech World Tour (Episode 7)
FB https://fb.watch/390tm8kQlC/
YT https://youtu.be/usRWZDRFxPE
Les agroéquipements en Europe | Agricultural equipment in Europe - Agritech World Tour (Episode 6)
FB https://fb.watch/390vHSCNMC/
YT https://youtu.be/7K4rv2t5V5Y
L'agriculture de demain | Tomorrow's Agriculture - Agritech World Tour ( Episode 5)
FB https://fb.watch/3912ppczmv/
YT https://youtu.be/RX8AEWuCyG0
Mon choix de métier | Choosing my career | Part 2 - Agritech World Tour ( Episode 4)
FB https://fb.watch/3917ek9sUW/
YT https://youtu.be/B8it0oFYVZI
Quelle est la place des femmes dans l'AgTech ? | The role of women in the AGtech industry - Agritech World Tour ( Episode 3)
FB https://fb.watch/391bBhwAeR/
YT https://youtu.be/hzrpZbdqJ_s
Les salons de l'Ag Tech | The Ag Tech Trade Fair - Agritech World Tour ( Episode 2)
FB https://fb.watch/391fH-Nbo_/
YT https://youtu.be/5U8d8hTLsjU
Mon choix de métier | Choosing my career- Agritech World Tour (Episode 1)
FB https://fb.watch/391kvab64s/
YT https://youtu.be/uUMH9XmgFjg
Retrouvez tous nos épisodes sur :
www.agritech-world-tour.com
Envie d’en savoir plus sur les formations en agroéquipement à AgroSup Dijon ?
https://agrosupdijon.fr/.../sciences-et-techniques-des...
https://agrosupdijon.fr/.../getia-gestion-des-entreprises...
AgroSup Dijon propose AgriTech World Tour, une web série sur le thème des agroéquipements.
Regards croisés entre les professionnels de l'agroéquipement et les étudiants.
Issue de la volonté d’une équipe dynamique de continuer malgré la situation sanitaire à faire rayonner le monde des agroéquipements, cette web série a permis aux étudiants d’AgroSup Dijon d’interviewer des professionnels, des industriels, des représentants de la Team France Export et des chercheurs dans le monde entier.
Ces échanges ont pris la forme d’une web série de 20 épisodes de 7 minutes chacun portant tour à tour sur l’innovation, l’orientation, l’environnement, le marketing, l’insertion professionnelle, les enjeux du numérique etc. dans le domaine de l’AgTech ou de l’agroéquipement.
Elle apporte ainsi un éclairage sur cette filière innovante et démontre la capacité d’une école d’ingénieurs française en agronomie à mobiliser un réseau important au niveau mondial.
La web série en chiffre :
_ 17 professionnels
_ 9 entreprises
_ 12 pays
Les intervenants de la web série AgriTech World Tour :
_ l’entreprise française Kuhn au Royaume-Uni, au Brésil, en Chine et en Australie,
_ l’entreprise française Berthoud en France et en Ukraine
_ l’entreprise John Deere en France et en Allemagne pour l’ Asie Centrale,
_ l’entreprise Lemken en France, au Canada et en Allemagne,
_ l’entreprise Case IH en Autriche,
_ l’entreprise New Holland en Italie,
_ un Volontariat International en Administration au Chili,
_ le Pôle international d’AXEMA (syndicat français des industriels de l'Agroéquipement),
_ l'agence de recherche en agriculture et agroalimentaire Teagasc en Irlande.",2021-02-25 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,[],Z1GOZ5PhV-U
Agritech World Tour saison 2 : chine,29,480,"Agritech World Tour saison 2 : chine

Retrouvez tous nos épisodes sur :
www.agritech-world-tour.com

Envie d’en savoir plus sur les formations en agroéquipement à AgroSup Dijon ?
https://agrosupdijon.fr/formations/in...
https://agrosupdijon.fr/formations/ma...

AgroSup Dijon propose AgriTech World Tour, une web série sur le thème des agroéquipements. Regards croisés entre les professionnels de l'agroéquipement et les étudiants.

Issue de la volonté d’une équipe dynamique de continuer malgré la situation sanitaire à faire rayonner le monde des agroéquipements, cette web série a permis aux étudiants d’AgroSup Dijon d’interviewer des professionnels, des industriels, des représentants de la Team France Export et des chercheurs dans le monde entier.",2021-11-18 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,[],X-l7x-25eiM
Agritech World Tour saison 2 : Une agriculture de précision,35,270,"Agritech World Tour saison 2 : Une agriculture de précision 

Retrouvez tous nos épisodes sur :
www.agritech-world-tour.com

Envie d’en savoir plus sur les formations en agroéquipement à AgroSup Dijon ?
https://agrosupdijon.fr/formations/in...
https://agrosupdijon.fr/formations/ma...

AgroSup Dijon propose AgriTech World Tour, une web série sur le thème des agroéquipements. Regards croisés entre les professionnels de l'agroéquipement et les étudiants.

Issue de la volonté d’une équipe dynamique de continuer malgré la situation sanitaire à faire rayonner le monde des agroéquipements, cette web série a permis aux étudiants d’AgroSup Dijon d’interviewer des professionnels, des industriels, des représentants de la Team France Export et des chercheurs dans le monde entier.",2021-11-12 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,[],R4Y4_w3qCTc
Agritech World Tour saison 2 : Allemagne,64,392,"Agritech World Tour saison 2 : Allemagne

Retrouvez tous nos épisodes sur :
www.agritech-world-tour.com

Envie d’en savoir plus sur les formations en agroéquipement à AgroSup Dijon ?
https://agrosupdijon.fr/formations/in...
https://agrosupdijon.fr/formations/ma...

AgroSup Dijon propose AgriTech World Tour, une web série sur le thème des agroéquipements. Regards croisés entre les professionnels de l'agroéquipement et les étudiants.

Issue de la volonté d’une équipe dynamique de continuer malgré la situation sanitaire à faire rayonner le monde des agroéquipements, cette web série a permis aux étudiants d’AgroSup Dijon d’interviewer des professionnels, des industriels, des représentants de la Team France Export et des chercheurs dans le monde entier.",2021-11-13 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,[],LmwTHqAWUFM
AgriTech World Tour saison 2 l'émission : Les concessionnaires,390,928,"Retrouvez tous nos épisodes sur :
www.agritech-world-tour.com

Envie d’en savoir plus sur les formations en agroéquipement à AgroSup Dijon ?
https://agrosupdijon.fr/formations/masters/getia-gestion-des-entreprises-et-technologies-innovantes-pour-lagroequipement
https://agrosupdijon.fr/formations/ingenieur-agronome/sciences-et-techniques-des-equipements-agricoles-stea

AgroSup Dijon propose AgriTech World Tour, une web série sur le thème des agroéquipements. Regards croisés entre les professionnels de l'agroéquipement et les étudiants.

Issue de la volonté d’une équipe dynamique de continuer malgré la situation sanitaire à faire rayonner le monde des agroéquipements, cette web série a permis aux étudiants d’AgroSup Dijon d’interviewer des professionnels, des industriels, des représentants de la Team France Export et des chercheurs dans le monde entier.",2021-11-29 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,[],2oQsc47wyFo
Les métiers des agroéquipements avec l'Aprodema: inspecteur commercial machines,759,143,,2012-01-25 00:00:00,videofilmagri,UCqtsDi7dt15-zrtSXrlasnQ,https://www.youtube.com/channel/UCqtsDi7dt15-zrtSXrlasnQ,"['inspecteur', 'commercial', 'machines']",MlVx7Y6wXSA
La filière agro-équipement à l'ISSAT - Redon - classe de seconde,2416,91,"Réalisation d'un clip de promotion de la filière agro-équipement par les élèves de seconde AE, promotion 2015-2016, aidés au montage par Sébastien Colin, entreprise EL Videoso, Redon, Captation, Montage, Post Production.",2016-09-27 00:00:00,Charles Touchais,UCdf54LewP3vI0GcKSHT3ttA,https://www.youtube.com/channel/UCdf54LewP3vI0GcKSHT3ttA,[],Pk-qh9SaZn8
ATELIERS DES CAPUCINS   MFR29,45,91,"Journée de présentation des MFR du 29 
MFR ELLIANT mécanique agricole et agroéquipement",2021-07-06 00:00:00,Mfr Elliant,UCPYOLt-oBBXb4RdD-aPAX7A,https://www.youtube.com/channel/UCPYOLt-oBBXb4RdD-aPAX7A,[],rsjVqb2xK6g
Agritech World Tour saison 2 : Conseiller aux affaires agricoles,41,346,"Agritech World Tour saison 2 : Conseiller aux affaires agricoles 

Retrouvez tous nos épisodes sur :
www.agritech-world-tour.com

Envie d’en savoir plus sur les formations en agroéquipement à AgroSup Dijon ?
https://agrosupdijon.fr/formations/masters/getia-gestion-des-entreprises-et-technologies-innovantes-pour-lagroequipement
https://agrosupdijon.fr/formations/ingenieur-agronome/sciences-et-techniques-des-equipements-agricoles-stea

AgroSup Dijon propose AgriTech World Tour, une web série sur le thème des agroéquipements. Regards croisés entre les professionnels de l'agroéquipement et les étudiants.

Issue de la volonté d’une équipe dynamique de continuer malgré la situation sanitaire à faire rayonner le monde des agroéquipements, cette web série a permis aux étudiants d’AgroSup Dijon d’interviewer des professionnels, des industriels, des représentants de la Team France Export et des chercheurs dans le monde entier.",2021-11-20 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,[],9oful_J6H1M
Système d'irrigation goutte à goutte et laser (video demo),6445,308,"Green Agro Valley CI SARL est une entreprise basée en Côte d'Ivoire. 

Nous faisons la distribution de systèmes d'irrigation goutte à goutte et laser et de pompes solaires.

www.greenagrovalley.com
(+225) 84-85-04-97",2019-09-20 00:00:00,KOFFI APPESSIKA,UCmx4FQpwWD43lJT5ci47FbQ,https://www.youtube.com/channel/UCmx4FQpwWD43lJT5ci47FbQ,"['irrigation', 'systeme laser spray', 'goutte à goutte', 'pompes solaires']",1obBZqPFfNw
Les métiers des agroéquipements avec l'Aprodema,784,79,,2011-10-22 00:00:00,videofilmagri,UCqtsDi7dt15-zrtSXrlasnQ,https://www.youtube.com/channel/UCqtsDi7dt15-zrtSXrlasnQ,['raimond'],hDpO4AeT8E4
Agritech World Tour saison 2 : Côte d'Ivoire,19,483,"Agritech World Tour saison 2 : Côte d'Ivoire

Retrouvez tous nos épisodes sur :
www.agritech-world-tour.com

Envie d’en savoir plus sur les formations en agroéquipement à AgroSup Dijon ?
https://agrosupdijon.fr/formations/in...
https://agrosupdijon.fr/formations/ma...

AgroSup Dijon propose AgriTech World Tour, une web série sur le thème des agroéquipements. Regards croisés entre les professionnels de l'agroéquipement et les étudiants.

Issue de la volonté d’une équipe dynamique de continuer malgré la situation sanitaire à faire rayonner le monde des agroéquipements, cette web série a permis aux étudiants d’AgroSup Dijon d’interviewer des professionnels, des industriels, des représentants de la Team France Export et des chercheurs dans le monde entier.",2021-11-17 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,[],LG3kvVicG0k
STEA - Sciences et Techniques des Equipements Agricoles 2019,939,211,"« Inventer les modes de production de demain, c’est agir au cœur des agroéquipements en développant et produisant des technologies de précision pour les productions animales et productions végétales. Vous voulez prendre part à ces aventures ? ». Thomas Leborgne, étudiant à AgroSup Dijon. 

STEA, Sciences et techniques des équipements agricole est la seule dominante d’approfondissement dans les domaines des équipements agricoles au niveau de l'enseignement supérieur agronomique français. 

La dominante STEA ouvre aux ingénieurs agronomes les opportunités de carrières du secteur de l’agroéquipement. Ce secteur couvre le domaine des machines (tracteurs, automoteurs), matériels (semoir, épandeur, pulvérisateur…) et autres équipements (géo-localisation, guidage, modulation de dose, irrigation…) utilisés en production végétale (grandes cultures, viticulture,…) ainsi que les infrastructures de production ou équipements d’élevage. 

Dynamisé par des évolutions technologiques permanentes, le secteur de l’agroéquipement s’adapte constamment : aux exigences des utilisateurs en matière d’itinéraire technique, de sécurité, d’ergonomie, de rentabilité, de recueil et de gestion d’informations... à l’évolution de la demande sociétale et de la législation notamment en termes de réduction des impacts environnementaux. 

Les ingénieurs exerceront des fonctions techniques, commerciales ou marketing sur des postes à responsabilité chez des constructeurs, des distributeurs (concessionnaires), ou dans des structures de recherche, de développement, de conseil, de formation professionnelle…",2019-03-04 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,"['AgroSupDijon', 'Ma dominante', '2019', 'AgroSup', 'Talk', 'Agroéquipement', 'formation agroéquipement', 'agroculture de précision']",pDx6b1paj30
Romuald en seconde à la MFR,124,265,année 2008 2009 de Romuald à la MFR de Bressuire en seconde agroéquipement,2009-06-30 00:00:00,racmfr,UCzUCltipSNwGyPqTRvpcfcg,https://www.youtube.com/channel/UCzUCltipSNwGyPqTRvpcfcg,"['année', 'Romuald', 'MFR', 'Bressuire', 'seconde', 'agroéquipement']",12a5aCCK94E
Les métiers des agroéquipements avec l'Aprodema,647,171,,2011-10-22 00:00:00,videofilmagri,UCqtsDi7dt15-zrtSXrlasnQ,https://www.youtube.com/channel/UCqtsDi7dt15-zrtSXrlasnQ,['vigneron'],kjMDjADr0Q8
Mon choix de métier | Choosing my career | Part 2 - Agritech World Tour ( Episode 4),290,425,"Comment trouver son orientation ? Que faire après le bac ? 
Un jour, nos intervenants ont dû choisir leur orientation professionnelle. Ils nous racontent cette étape importante.

Nous retrouvons le témoignage de Stefanie, Valérie, Gabriel, Nikolay, Esther, François-Xavier, Ewen et Ina.
Retrouvez tous les épisodes sur : http://www.agritech-world-tour.com/


Un souvenir professionnel | A memory - Agritech World Tour (Episode 10)
FB  https://fb.watch/390lS8zvZZ/
YT https://youtu.be/xjxmirhzbz4

Un regard sur la Chine | China - Agritech World Tour (Episode 9)
FB https://fb.watch/390ob8xB0r/
YT https://youtu.be/YkZ6b2Ixw9Q

Digital challenges and big data - Agritech World Tour (Episode 8)
FB https://fb.watch/390qaowXdC/
YT https://youtu.be/lNo0H0q1Srw

Training / Integration / VIE Programme - Agritech World Tour (Episode 7)
FB https://fb.watch/390tm8kQlC/
YT https://youtu.be/usRWZDRFxPE

Les agroéquipements en Europe | Agricultural equipment in Europe - Agritech World Tour (Episode 6)
FB https://fb.watch/390vHSCNMC/
YT https://youtu.be/7K4rv2t5V5Y

L'agriculture de demain | Tomorrow's Agriculture - Agritech World Tour ( Episode 5)
FB  https://fb.watch/3912ppczmv/
YT https://youtu.be/RX8AEWuCyG0

Mon choix de métier | Choosing my career | Part 2 - Agritech World Tour ( Episode 4)
FB https://fb.watch/3917ek9sUW/
YT https://youtu.be/B8it0oFYVZI

Quelle est la place des femmes dans l'AgTech ? |  The role of women in the AGtech industry - Agritech World Tour ( Episode 3)
FB https://fb.watch/391bBhwAeR/
YT https://youtu.be/hzrpZbdqJ_s

Les salons de l'Ag Tech | The Ag Tech Trade Fair - Agritech World Tour ( Episode 2)
FB https://fb.watch/391fH-Nbo_/
YT  https://youtu.be/5U8d8hTLsjU

Mon choix de métier | Choosing my career - Agritech World Tour (Episode 1)
FB  https://fb.watch/391kvab64s/
YT https://youtu.be/uUMH9XmgFjg

Retrouvez tous nos épisodes sur : 
www.agritech-world-tour.com

Envie d’en savoir plus sur les formations en agroéquipement à AgroSup Dijon ?
https://agrosupdijon.fr/formations/ingenieur-agronome/sciences-et-techniques-des-equipements-agricoles-stea
https://agrosupdijon.fr/formations/masters/getia-gestion-des-entreprises-et-technologies-innovantes-pour-lagroequipement

AgroSup Dijon propose AgriTech World Tour, une web série sur le thème des agroéquipements. 
Regards croisés entre les professionnels de l'agroéquipement et les étudiants.

Issue de la volonté d’une équipe dynamique de continuer malgré la situation sanitaire à faire rayonner le monde des agroéquipements, cette web série a permis aux étudiants d’AgroSup Dijon d’interviewer des professionnels, des industriels, des représentants de la Team France Export et des chercheurs dans le monde entier. 

Ces échanges ont pris la forme d’une web série de 20 épisodes de 7 minutes chacun portant tour à tour sur l’innovation, l’orientation, l’environnement, le marketing, l’insertion professionnelle, les enjeux du numérique etc. dans le domaine de l’AgTech ou de l’agroéquipement. 
Elle apporte ainsi un éclairage sur cette filière innovante et démontre la capacité d’une école d’ingénieurs française en agronomie à mobiliser un réseau important au niveau mondial.

La web série en chiffre :

_ 17 professionnels                                      
_ 9 entreprises                                
_ 12 pays                            

 Les intervenants de la web série AgriTech World Tour :
_ l’entreprise française Kuhn au Royaume-Uni, au Brésil, en Chine et en Australie,
_ l’entreprise française Berthoud en France et en Ukraine
_ l’entreprise John Deere en France et en Allemagne pour l’ Asie Centrale,
_ l’entreprise Lemken en France, au Canada et en Allemagne,
_ l’entreprise Case IH en Autriche,
_ l’entreprise New Holland en Italie,
_ un Volontariat International en Administration au Chili,
_ le Pôle international d’AXEMA (syndicat français des industriels de l'Agroéquipement),
_ l'agence de recherche en agriculture et agroalimentaire Teagasc en Irlande.


Agritech World Tour 𝘦𝘴𝘵 𝘶𝘯𝘦 𝘸𝘦𝘣 𝘴é𝘳𝘪𝘦, 𝘳é𝘢𝘭𝘪𝘴é𝘦 𝘱𝘢𝘳 𝘥𝘦𝘴 é𝘵𝘶𝘥𝘪𝘢𝘯𝘵𝘴 𝘥' AgroSup Dijon, 𝘢𝘷𝘦𝘤 𝘭𝘦 𝘴𝘰𝘶𝘵𝘪𝘦𝘯 𝘥𝘦 𝘭𝘢 𝘊𝘩𝘢𝘪𝘳𝘦 𝘛𝘦𝘤𝘩 𝘈𝘨𝘳𝘰 𝘚𝘶𝘱, 𝘤𝘩𝘢𝘪𝘳𝘦 𝘪𝘯𝘥𝘶𝘴𝘵𝘳𝘪𝘦𝘭𝘭𝘦 𝘥é𝘥𝘪é𝘦 à 𝘭𝘢 𝘧𝘰𝘳𝘮𝘢𝘵𝘪𝘰𝘯 𝘦𝘯 𝘢𝘨𝘳𝘰é𝘲𝘶𝘪𝘱𝘦𝘮𝘦𝘯𝘵.",2020-12-07 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,[],B8it0oFYVZI
Canada - Agritech World Tour (Episode 17),34,431,"Scott est notre guide pour ce voyage à la découverte de l'agriculture et de l'agroéquipement au Canada.
Pour retrouver tous nos épisodes, c’est par ici :
Innovation - Agritech World Tour (Episode 16)
FB https://fb.watch/3B-Yx9MLlJ/
YT https://youtu.be/eo3t-HqMWZg
Les enjeux phytos | The phytosaniraty stakes - Agritech World Tour (Episode 15)
FB https://fb.watch/3znB13DLfa/
YT https://youtu.be/QrmzlVnrS3I
Le réseau de distribution | The distribution network - Agritech World Tour (Episode 14)
FB https://fb.watch/3wP1ZGhmr_/
YT https://youtu.be/kXjMATHhPrg
Impacts du COVID - The Impact of Covid - Agritech World Tour (Episode 13)
FB https://fb.watch/3qpHnNxn7k/
YT https://youtu.be/1TPFBUs0y3Q
La saga des marques | The brands saga - Agritech World Tour (Episode 12)
FB https://fb.watch/3nLbh07RJD/
YT https://youtu.be/pQb7abL9GLw
Export - Agritech World Tour (Episode 11)
FB https://fb.watch/3haqkwA8gq/
YT https://youtu.be/5y6QkNuPg74
Un souvenir professionnel | A memory - Agritech World Tour (Episode 10)
FB https://fb.watch/390lS8zvZZ/
YT https://youtu.be/xjxmirhzbz4
Un regard sur la Chine | China - Agritech World Tour (Episode 9)
FB https://fb.watch/390ob8xB0r/
YT https://youtu.be/YkZ6b2Ixw9Q
Digital challenges and big data - Agritech World Tour (Episode 8)
FB https://fb.watch/390qaowXdC/
YT https://youtu.be/lNo0H0q1Srw
Training / Integration / VIE Programme - Agritech World Tour (Episode 7)
FB https://fb.watch/390tm8kQlC/
YT https://youtu.be/usRWZDRFxPE
Les agroéquipements en Europe | Agricultural equipment in Europe - Agritech World Tour (Episode 6)
FB https://fb.watch/390vHSCNMC/
YT https://youtu.be/7K4rv2t5V5Y
L'agriculture de demain | Tomorrow's Agriculture - Agritech World Tour ( Episode 5)
FB https://fb.watch/3912ppczmv/
YT https://youtu.be/RX8AEWuCyG0
Mon choix de métier | Choosing my career | Part 2 - Agritech World Tour ( Episode 4)
FB https://fb.watch/3917ek9sUW/
YT https://youtu.be/B8it0oFYVZI
Quelle est la place des femmes dans l'AgTech ? | The role of women in the AGtech industry - Agritech World Tour ( Episode 3)
FB https://fb.watch/391bBhwAeR/
YT https://youtu.be/hzrpZbdqJ_s
Les salons de l'Ag Tech | The Ag Tech Trade Fair - Agritech World Tour ( Episode 2)
FB https://fb.watch/391fH-Nbo_/
YT https://youtu.be/5U8d8hTLsjU
Mon choix de métier | Choosing my career- Agritech World Tour (Episode 1)
FB https://fb.watch/391kvab64s/
YT https://youtu.be/uUMH9XmgFjg
Retrouvez tous nos épisodes sur :
www.agritech-world-tour.com
Envie d’en savoir plus sur les formations en agroéquipement à
AgroSup Dijon
?
https://agrosupdijon.fr/.../sciences-et-techniques-des...
https://agrosupdijon.fr/.../getia-gestion-des-entreprises...
AgroSup Dijon propose AgriTech World Tour, une web série sur le thème des agroéquipements.
Regards croisés entre les professionnels de l'agroéquipement et les étudiants.
Issue de la volonté d’une équipe dynamique de continuer malgré la situation sanitaire à faire rayonner le monde des agroéquipements, cette web série a permis aux étudiants d’AgroSup Dijon d’interviewer des professionnels, des industriels, des représentants de la Team France Export et des chercheurs dans le monde entier.
Ces échanges ont pris la forme d’une web série de 20 épisodes de 7 minutes chacun portant tour à tour sur l’innovation, l’orientation, l’environnement, le marketing, l’insertion professionnelle, les enjeux du numérique etc. dans le domaine de l’AgTech ou de l’agroéquipement.
Elle apporte ainsi un éclairage sur cette filière innovante et démontre la capacité d’une école d’ingénieurs française en agronomie à mobiliser un réseau important au niveau mondial.
La web série en chiffre :
_ 17 professionnels
_ 9 entreprises
_ 12 pays
Les intervenants de la web série AgriTech World Tour :
_ l’entreprise française Kuhn au Royaume-Uni, au Brésil, en Chine et en Australie,
_ l’entreprise française Berthoud en France et en Ukraine
_ l’entreprise John Deere en France et en Allemagne pour l’ Asie Centrale,
_ l’entreprise Lemken en France, au Canada et en Allemagne,
_ l’entreprise Case IH en Autriche,
_ l’entreprise New Holland en Italie,
_ un Volontariat International en Administration au Chili,
_ le Pôle international d’AXEMA (syndicat français des industriels de l'Agroéquipement),
_ l'agence de recherche en agriculture et agroalimentaire Teagasc en Irlande.",2021-02-15 00:00:00,L'Institut Agro Dijon,UCTNpiQT26y_FrXYzbEn0-QQ,https://www.youtube.com/channel/UCTNpiQT26y_FrXYzbEn0-QQ,[],5mLR5zYhy5U
